,product_id,product_title,rating,summary,review,name,location,date,upvotes,downvotes
659,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,4,Value-for-money,Satisfied,Madhu Babu,Hyderabad,"Apr, 2017",2,1
1150,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,5,Wonderful,Terrific purchase awesome product got in best price,Roshan Ugrani,Kundapura,30 days ago,1,0
104,ACCGYWFK2JE2BJR8,"GoldKart Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12",5,Great product,Very good cover,Shiv Shankar,Sonipat District,6 months ago,0,0
399,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,4,Delightful,Very good cooling Good packaging by flipkart,Praveen Kumar Bhashkar,Balotra,11 months ago,1,0
693,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,3,Fair,it's working like a fan. no cooling worst product,JOHN BLESSING STONE R,Kolkata,"May, 2018",9,3
201,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Fabulous!,Decent product according to the price. No complaint at all.... Go for it,Bishwajeet Mallick,Bengaluru,"May, 2020",7,2
401,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,4,Nice product,Good condition super,RAJKUMAR VITHYA,Krishnagiri District,5 months ago,2,0
222,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",1,Waste of money!,Turned yellow don’t buy,Biranchi  Das,Bengaluru,4 months ago,0,0
148,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Super!,Good,Bose Anand .,Thiruvananthapuram,5 months ago,1,2
592,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,4,Nice product,Nice,Manish kumar,Bengaluru,"Mar, 2019",3,0
168,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Perfect product!,This Is The Symphony Best Cooler that I purchase last Week. When We Add Cool water or Ice Cubes It gives us more cool Air. It's Air is Soo so Good and Healthy. Value of Money. Excellent Purchase,Debayon Mondal,Kolkata,10 days ago,1,0
207,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",5,Terrific,"Does it’s job well, cover all the week points perfectly which are more pron for damage",Shivanand goud ,Vikarabad District,3 months ago,0,0
502,ACCFSNYRKNMYSJAN,Case Club Back Cover for Samsung Galaxy A31,5,Great product,Very good products and It's wholsale,Bobby Sharmal,Gurdaspur District,5 months ago,0,0
753,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,3,Fair,OK good,sohan  sahu,Visakhapatnam,"May, 2019",2,0
480,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,3,Good,it's a good product no doubt but only  online seller creating hipe that it is the best .It is not the best the specifications mentioned and you tube videos are over rated the air flow is not 42ft it only 15ft and the cooling is not extraordinary as they say it's ok like other you realease this when you buy because it's cooler not available in offline market and same applies for the service after compared with many other popular brand I can say Usha Dynamo and orient  new model ocean is better...,Xyz Xyz,Fatehpur Fatehpur District,"May, 2019",38,6
1019,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,5,Great product,very nice product 👌 👍👍👍👍this is the best product among all coolers available in the market.cool calm & very useful for big as well as small rooms,Tanvir Patel,Pune,"May, 2019",0,1
353,ACCFUYXSJTY5BF3G,Carnage Flip Cover for Samsung Galaxy M01 Core,5,Super!,Nice product,Reena  Negi,Dehradun,6 months ago,1,1
372,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,5,Mind-blowing purchase,Awesome quality and product in this rangez,Mohd Farhan Anwer,Sikandra Rao,6 months ago,2,0
194,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Fabulous!,"nice product, cooling fast, less noisy.",Neha  Prasad,Bangalore,"Mar, 2020",9,2
1568,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,5,Excellent,"best air cooler in economy price. superb cooling, superb storage, best disign.I highly recommend  . best air cooler compare to other famous brand. superb built quality with honey comb pad.",KIRANKUMAR PARMAR,Patan,"Apr, 2019",1,0
628,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Just wow!,Wow v nyc  so dxn cober,Tasha  Saifi,Bareilly District,"Jun, 2020",0,0
1035,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,5,Super!,Best product in best price range 😍❤,Arbaz  Khan,Wadi,"Jun, 2020",8,1
93,ACCGFCHVGTWSHZYU,GadgetM Back Cover for Apple iPhone XR,5,Highly recommended,Nice product,Harsh Raj  Singh,Gorakhpur,7 months ago,0,0
1033,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,5,Mind-blowing purchase,"*PROS*BUILD QUALITY & LOOKS : ExcellentFAN SPEED AND COOLING : PhenomenalWATER LASTING : Entire day (full tank)NOISE : AcceptableAIR THROW : Wide and sharpWHEELS : Tough enoughVALUE FOR MONEY : Undoubtedly (extremely recommended)*CONS*PACKAGING : Could have been betterDELIVERY PERIOD : Too long(more than 5 days)BEHAVIOR OF DELIVERY BOY : Rude, illiterate,robber(was demanding for extra money to deliver on time)",Kunal Ghosh,Kolkata,"Jul, 2019",5,0
128,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,3,Decent product,Good,Chennam Kesavulu,Tirupati,14 days ago,0,0
1427,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,2,Moderate,missing  swing on/off nob,Vinesh Karoriya,New Delhi,"Jun, 2018",0,0
204,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",5,Worth every penny,Very Nice Cover.Nice fitting with good grip. Must buy,Sameer Alam,Patna,2 months ago,0,0
140,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,4,Pretty good,Best cooling,Anil Kumar,Ludhiana,9 months ago,1,0
516,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Brilliant,smooth typing,Adarsh Aravind,Thiruvananthapuram District,"Oct, 2019",3,2
408,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,5,Great product,Good product,Ankit Dayama,Tiruppur,"Mar, 2021",32,5
801,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Wonderful,Good product,Rakesh  Kumar,North Twenty Four Parganas District,4 months ago,0,0
637,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,5,Awesome,product quality very good. very smooth keypad and comfortable.,S.D. Kerketta,Sitapur,"Dec, 2018",28,1
1520,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,5,Great product,"I am putting my review after using 20 days, product is very Good against the money... Colling quality is very fast and it's swing system also very good... Product take less in room and easy to adjust any where in the room",Mukesh  Kumar,Chandigarh,"Jun, 2019",29,20
806,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,5,Great product,Superb productQuality gud,Jettiboina Kanakam,Chennai,"Mar, 2021",12,5
776,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,5,Brilliant,"Love it, very handy and portable. Air flow is superb, bit noisy but worth the price.",Thalesh Sharma,Pune,"Mar, 2021",2,0
456,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Perfect product!,Nice fitted,Saharukh Alam,Nadia District,8 months ago,0,0
454,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",2,Bad quality,This item is not set,naresh yadav ,Suryapet District,7 months ago,0,0
136,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,1,Useless product,average quality,Balakumar,Vellore,"May, 2019",0,0
757,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,4,Wonderful,Superb,SANTOSH CHAVAN,Bijapur District,8 months ago,0,0
553,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,5,Fabulous!,"Terrific PurchaseWriting this review after using it for a week. In this budget range it is a good deal, highly recommended. It is sufficient to use for 100sq feet room with 2-3 people, cooling is good(increases if you add ice cubes) having nominal sound of it's fan motor, build quality is also good. Most important it's very light weight, you can easily move it around with water loaded tank. For whole night it will consume hardly 30-40% of water. Auto swing quality is also great and beli...",Pratik  Salve ,Bhiwandi,"Mar, 2021",74,30
559,ACCFZDZGMEG5XGBY,WEBKREATURE Back Cover for Samsung Galaxy M01 Core,1,Did not meet expectations,Bad quality,Sanjay Das,Baksa District,"Apr, 2021",0,0
918,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,3,Decent product,Just okay....,kothapalli  srikanth,Anaparthy,"Feb, 2020",9,2
336,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,3,Does the job,Not fiting properly,Souvik Mondal,Basirhat,1 month ago,0,0
301,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,3,Just okay,Product quality is good,Rachna  Kumari ,Madhepura,2 months ago,2,0
530,ACCG7FRJSUGRH6XC,Flipkart SmartBuy Back Cover for Samsung Galaxy M30,5,Best in the market!,Awesome stylish premium look cover. The grip alone is not so good.,Naveen Raj,Chennai,3 months ago,2,2
546,ACCG7FRJSUGRH6XC,Flipkart SmartBuy Back Cover for Samsung Galaxy M30,5,Brilliant,Excellent Product Very Good Product,Mohammed Faiz  Faiz,Bengaluru,2 months ago,0,0
265,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Worth every penny,Super cooler for small family. Very good cool. Water consumption is at 35-40 lts per day when humidity is 30%.,Abilash Ravindran,Bengaluru,11 months ago,9,2
15,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,5,Mind-blowing purchase,Good,Jallela sridhar Yadav,Hyderabad,16 days ago,0,0
663,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,4,Delightful,Good overall,Madala Girish,Hyderabad,26 days ago,0,0
1449,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Mind-blowing purchase,Good one...cools in short time ... Everyone should use & buy it,Ravikant  Kumar,Aurangabad,"May, 2020",9,3
999,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,3,Nice,"Pros, the best cooling out there with 75L liter capacity. And plastic used is also really good. Cons, plugg in cable length is not even half meter and huge noise which will not allow you to sleep. So what is the point. It is like giving you an AK47 without bullet. You have a wonderful gun but you cannot use it for the purpose you got it for.",Muhsin Villan,Hyderabad,"Aug, 2019",6,8
1,COMFUZ3JZVNCPJFU,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300 Hz) M15R3 / AWM15R3 Gaming Laptop,5,Super!,"Hey,Such an amazing gaming machine. It’s honey comb designed exhaust and lights with clock speed 2 feels like my Lamborghini hurricane.Like a Lamborghini,it is a performance machine; we need to do fueling (charging)frequently. It’s my dream while in college days and now I achieved it with my own money.Thank you Flipkart for the extra care taken while packaging and delivered one day before the delivery date.Keep it up.",RAKESH KUMAR R,Duliajan,10 months ago,45,23
61,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",4,Very Good,Nice cover,soumendra swain,Kendrapara District,5 months ago,0,0
1518,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,5,Simply awesome,"I give this review after 10 days from buy.it's working well.tank capacity is enough for 2days. cooling capacity is also good but if you use ice then you can fill better cooling effect. looks 10 out of 10 but one negative thing is swing nob is wrong if pump option came in first then it will be great.the blower cover 10 to 12 feet very smoothly.a good one is it's came with a mosquito net also for this, all insects and dust can't came under the cooler.I think this cooler is the best budget co...",Rakesh  Bayan,Kolkata,"Jun, 2019",40,22
43,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,3,Good,Bad look,Saurav Yadav,Gaya District,1 month ago,0,0
62,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,5,Terrific,"It tastes to good, I am super happy with the packing and delivery speed was also good.",Aman Taneja ,New Delhi,1 month ago,0,0
1537,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,2,Could be way better,"They say 28 ft air throw, don't believe it.They say 200 sq.ft cooling, don't believe it.Only one side cooling pad is not enough to cool even a small room of 120 sq.ft. We kept this cooler in front of an open door so it gets fresh air as intake, we kept the other side door open for outlet, but this cooler just won't cool. We had to use another 2 table fans along side this piece of garbage just so that we could sleep....",Radheya Bharsakale,Akola,"Jul, 2020",5,2
464,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Excellent keyboard,"This keyboard is just too good for me. I had been a fan of dell products for  a long time, but I didn't expect them to produce this good keyboard.Personally I always prefer a mouse and a keyboard over a touchpad of a laptop coz there should be some distance between the screen. The keys are good and soft but accurate. I am going to carry this everywhere now with me coz you can plug it into a usb and get that great keyboard experience everywhere.I use it mainly for coding, not for gaming b...",Prabhas,Bangalore,"Jan, 2017",6,9
1340,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,1,Terrible product,Dont buy,Ch. Anusha,Hyderabad,11 months ago,0,0
118,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,2,Not good,Good but some quility is not good,Gaurav Jain,Lucknow,9 months ago,1,0
1434,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,4,Value-for-money,Pros:1. Efficient cooling even around 35-40 degrees Celsius2. Good water retention capacity because of wood wool pads3. Plastic quality used is pretty good4. Swing blade movement and motorized vertical louvers do a good jobCons:1. Speed controls should have been more calibrated. The lowest speed might actually not be low for individuals. But this depends on person to person2. Noise is more as the blower used is very powerful3. A cooler stand should have been included with the product...,Akshay Mishra,Ranchi,11 months ago,85,76
64,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,3,Good,Quality good but biscuit break,sajeeb khan,Saharsa,3 months ago,0,0
139,ACCFYV8ZGVEM4DVE,GadgetM Back Cover for Apple Iphone 11,5,Terrific,It is the best,YASHRAJ FF,Janjgir Champa District,1 month ago,0,0
933,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,1,Absolute rubbish!,Ctrl key not working,Anil Phiyak,Siliguri,5 months ago,0,0
97,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,5,Super!,"Keys are smooth, no typing problem, connectivity is good... Also the extra features are very useful. If your budget is low, then you can buy it.",Hirak Mukherjee,Jaynagar Mazilpur,9 months ago,1,0
653,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,4,Value-for-money,It's workable and nyce packing,Gopi  Kumar,Katihar District,"Dec, 2020",1,0
244,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,4,Good choice,Nice cover for phone looking great.,s sreenivas,Hyderabad,"Sep, 2017",3,1
165,ACCFYV8ZGVEM4DVE,GadgetM Back Cover for Apple Iphone 11,3,Nice,No protection for front display,Qurram Khan,Siddipet,2 months ago,0,0
735,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,5,Classy product,THANX SO MUCH FOR DELIVERY TO MY ADDRESS BECAUSE MY CELL PHONE ONE DAY BEFORE LOST ANY WHERE SO MY NO. IS SWITCH OFF AFTER THAT EKART LOGISITICS SAFELY DELIVERED TO MY ADDRESS..SPECIAL THANK TO EKART AND FLIPKART...,SMIT TIWARI,Puthur,"Mar, 2021",8,1
1104,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,4,Pretty good,Nice prodact,Ganesh Rajbhar,Ballia,9 months ago,0,0
343,ACCGBWXTN4QKV2AH,CZARTECH Back Cover for Samsung Galaxy S22 Ultra,5,Brilliant,Amazing quality Loved itMust buy,Sajan Dhuria,Fazilka,11 days ago,0,0
55,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,5,Perfect product!,"Its very yummy, I love the taste and it was to good.",Momo  Singh ,New Delhi,1 month ago,0,0
239,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,4,Good quality product,The product is great with an external numpad which is not of use but really for beginners at coding and gaming it's perfect in the price range.,Ashutosh Singh,Gosainganj Faizabad District,"Feb, 2021",2,0
876,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,5,Classy product,"Really nice product ,I love it",Pradip Halder,Ankleshwar,7 months ago,1,0
104,CKBFS8YEP4YSAA9G,Chaayos Chai-Time Snacks Cookies,5,Mind-blowing purchase,They are so delicious. Everything is just perfect. I finished half box in just one day.Chocolate flavour is my favorite,Nimit Gupta,New Delhi,3 months ago,0,0
265,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",1,Very poor,Not fitting properly in the left side of my phone.,Shubham Barik,Beliatore,9 months ago,0,0
495,ACCFXUAB8YXRXTDF,"SHINESTAR. Back Cover for Apple iPhone 7 Plus, Apple iPhone 8 Plus",5,Worth every penny,"Loved it, go for it undoubtedly.",Pranay Dassarma,Kolkata,7 months ago,0,0
342,ACCGBWXTN4QKV2AH,CZARTECH Back Cover for Samsung Galaxy S22 Ultra,5,Wonderful,Good qualityMust buyAmazing one,Sanju Dhuria,Fazilka,11 days ago,0,0
411,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",3,Fair,Not bad,Pinki  Das,Paschim Medinipur District,3 months ago,0,0
346,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,4,Very Good,nice cooling wonderful product,Adish Jain,Sagar,"May, 2019",13,1
432,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,4,Delightful,Awesome product,Gurpreet  Kaur,Ludhiana District,"Aug, 2020",0,0
